
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
95	960	14909	10678	65	19	12	4	1653	240	2167.15	7667.63	252997	216.916	11.1025	255	0	255	0	255	16.5	6192	15.5	3894	0	0	0	0	0	0	0	0	0	0	0	6	568	812	3100	6192	0	0	0	0	0	0	0	0	0	0	0	9	39	289	3894	0	34421
96	970	15319	11101	64	18	13	5	1676	235	2112.44	7555.72	230976	217.022	11.1446	255	0	255	0	255	16.5	6224	15.5	3865	0	0	0	0	0	0	0	0	0	0	0	8	633	856	3380	6224	0	0	0	0	0	0	0	0	0	0	0	9	48	296	3865	0	34593
97	980	15338	11126	69	21	13	5	1703	247	2105.99	7347.57	246122	217.082	11.0883	255	0	255	0	255	16.5	6004	15.5	3828	0	0	0	0	0	0	0	0	0	0	0	8	658	907	3549	6004	0	0	0	0	0	0	0	0	0	0	0	5	59	320	3828	0	34765
98	990	15215	11078	69	20	14	6	1725	248	2141.73	7274.15	247441	217.233	11.3091	255	0	255	0	255	16.5	5826	15.5	3778	0	0	0	0	0	0	0	0	0	0	0	11	689	982	3570	5826	0	0	0	0	0	0	0	0	0	0	0	6	53	300	3778	0	34937
99	1000	15464	11464	71	19	14	6	1744	245	2111.82	7095.26	237381	217.219	11.1664	255	0	255	0	255	16.5	5764	15.5	3651	0	0	0	0	0	0	0	0	0	0	0	13	736	1090	3861	5764	0	0	0	0	0	0	0	0	0	0	0	4	54	291	3651	0	35109
100	1010	15779	11656	69	20	13	5	1768	244	2105.59	7046.06	237081	217.263	11.2824	255	0	255	0	255	16.5	5717	15.5	3762	0	0	0	0	0	0	0	0	0	0	0	19	766	1167	3987	5717	0	0	0	0	0	0	0	0	0	0	0	4	54	303	3762	0	35281
101	1020	15805	11657	70	21	12	4	1805	254	2141.37	7211.17	223416	217.238	11.2513	255	0	255	0	255	16.5	5584	15.5	3770	0	0	0	0	0	0	0	0	0	0	0	22	803	1237	4011	5584	0	0	0	0	0	0	0	0	0	0	0	4	58	316	3770	0	35453
102	1030	15922	11818	67	19	11	4	1827	252	2115.54	7224.38	227411	217.193	11.3189	255	0	255	0	255	16.5	5489	15.5	3704	0	0	0	0	0	0	0	0	0	0	0	17	868	1305	4139	5489	0	0	0	0	0	0	0	0	0	0	0	4	67	329	3704	0	35625
103	1040	16120	11939	67	19	11	4	1848	251	2097.47	7159.05	220119	216.967	11.1289	255	0	255	0	255	16.5	5364	15.5	3789	0	0	0	0	0	0	0	0	0	0	0	19	970	1374	4212	5364	0	0	0	0	0	0	0	0	0	0	0	7	65	320	3789	0	36859
104	1050	16334	12207	68	20	10	4	1873	258	2102.8	6986.12	183649	217.092	11.1248	255	0	255	0	255	16.5	5268	15.5	3721	0	0	0	0	0	0	0	0	0	0	0	20	1058	1469	4392	5268	0	0	0	0	0	0	0	0	0	0	0	4	80	322	3721	0	37078
105	1060	16549	12439	68	20	10	4	1901	256	2128.78	7043.48	165141	217.287	11.178	255	0	255	0	255	16.5	5170	15.5	3666	0	0	0	0	0	0	0	0	0	0	0	25	1109	1523	4612	5170	0	0	0	0	0	0	0	0	0	0	0	7	72	365	3666	0	37281
106	1070	16770	12682	70	21	11	4	1936	263	2099.06	7155.13	165005	217.302	11.3101	255	0	255	0	255	16.5	5109	15.5	3653	0	0	0	0	0	0	0	0	0	0	0	37	1138	1536	4862	5109	0	0	0	0	0	0	0	0	0	0	0	5	61	369	3653	0	37468
107	1080	16924	12906	71	22	11	4	1960	262	2069.85	6761.38	158599	217.346	11.33	255	0	255	0	255	15.5	5105	15.5	3588	0	0	0	0	0	0	0	0	0	0	0	48	1222	1585	5105	4946	0	0	0	0	0	0	0	0	0	0	0	6	46	378	3588	0	37640
108	1090	17141	13159	71	21	11	4	1985	261	2080.15	6764.1	175521	217.425	11.3024	255	0	255	0	255	15.5	5283	15.5	3573	0	0	0	0	0	0	0	0	0	0	0	64	1348	1651	5283	4813	0	0	0	0	0	0	0	0	0	0	0	9	51	349	3573	0	37812
109	1100	17467	13394	71	20	11	4	2007	263	2042.25	6829.54	238089	217.465	11.4221	255	0	255	0	255	15.5	5458	15.5	3662	0	0	0	0	0	0	0	0	0	0	0	74	1377	1719	5458	4766	0	0	0	0	0	0	0	0	0	0	0	5	45	361	3662	0	38000
110	1110	17376	13290	80	22	11	4	2034	273	2086.44	7094.97	226643	217.655	11.5806	255	0	255	0	255	15.5	5322	15.5	3679	0	0	0	0	0	0	0	0	0	0	0	79	1522	1799	5322	4568	0	0	0	0	0	0	0	0	0	0	0	7	52	348	3679	0	38171
111	1120	17476	13428	73	21	11	4	2059	269	2081.73	7207.49	248427	217.439	11.4012	255	0	255	0	255	15.5	5363	15.5	3649	0	0	0	0	0	0	0	0	0	0	0	79	1679	1847	5363	4460	0	0	0	0	0	0	0	0	0	0	0	4	47	348	3649	0	38359
112	1130	17744	13745	74	21	11	4	2085	269	2077.31	7222.63	262516	217.567	11.3987	255	0	255	0	255	15.5	5631	15.5	3576	0	0	0	0	0	0	0	0	0	0	0	76	1705	1943	5631	4390	0	0	0	0	0	0	0	0	0	0	0	10	50	363	3576	0	38531
113	1140	18026	14055	73	20	11	4	2103	257	2072.88	7081.39	233625	217.793	11.5994	255	0	255	0	255	15.5	5816	15.5	3512	0	0	0	0	0	0	0	0	0	0	0	87	1821	2055	5816	4276	0	0	0	0	0	0	0	0	0	0	0	12	58	389	3512	0	38718
114	1150	18114	14155	74	20	12	5	2134	274	2067.13	6862.8	206815	217.809	11.6529	255	0	255	0	255	15.5	5895	15.5	3486	0	0	0	0	0	0	0	0	0	0	0	96	1875	2126	5895	4163	0	0	0	0	0	0	0	0	0	0	0	17	59	397	3486	0	38890
115	1160	18261	14276	76	21	11	5	2161	280	2052.07	6829.74	207016	217.781	11.5938	255	0	255	0	255	15.5	5995	15.5	3506	0	0	0	0	0	0	0	0	0	0	0	85	1892	2183	5995	4121	0	0	0	0	0	0	0	0	0	0	0	24	69	386	3506	0	39078
116	1170	18455	14361	74	20	11	5	2189	284	2036.63	6780.48	205860	217.622	11.5721	255	0	255	0	255	15.5	6171	15.5	3592	0	0	0	0	0	0	0	0	0	0	0	92	1908	2243	6171	3947	0	0	0	0	0	0	0	0	0	0	0	16	70	416	3592	0	39265
117	1180	18296	14273	78	20	11	5	2220	288	2037.1	6923.84	276837	217.546	11.4688	255	0	255	0	255	15.5	6201	15.5	3544	0	0	0	0	0	0	0	0	0	0	0	80	1965	2290	6201	3737	0	0	0	0	0	0	0	0	0	0	0	18	66	395	3544	0	39453
118	1190	18236	14186	78	20	10	4	2250	293	2051.34	6968.7	271597	217.521	11.457	255	0	255	0	255	15.5	6243	15.5	3532	0	0	0	0	0	0	0	0	0	0	0	101	2034	2339	6243	3469	0	0	0	0	0	0	0	0	0	0	0	16	62	440	3532	0	39656
119	1200	18423	14434	76	20	11	5	2284	299	2002.77	6509.53	220920	217.498	11.4196	255	0	255	0	255	15.5	6544	15.5	3499	0	0	0	0	0	0	0	0	0	0	0	115	2101	2403	6544	3271	0	0	0	0	0	0	0	0	0	0	0	17	42	431	3499	0	39859
120	1210	18574	14520	77	21	12	5	2312	314	2010.53	6491.97	209948	217.625	11.513	255	0	255	0	255	15.5	6629	15.5	3524	0	0	0	0	0	0	0	0	0	0	0	92	2144	2459	6629	3196	0	0	0	0	0	0	0	0	0	0	0	15	40	475	3524	0	40031
121	1220	18544	14589	80	21	12	6	2346	316	2015.99	6430.93	187772	217.728	11.5358	255	0	255	0	255	15.5	6731	15.5	3447	0	0	0	0	0	0	0	0	0	0	1	108	2253	2421	6731	3075	0	0	0	0	0	0	0	0	0	0	0	16	45	447	3447	0	40218
122	1230	18838	14894	79	23	13	6	2387	323	2002.72	6439.66	163346	217.744	11.6592	255	0	255	0	255	15.5	6851	15.5	3410	0	0	0	0	0	0	0	0	0	0	0	105	2418	2465	6851	3055	0	0	0	0	0	0	0	0	0	0	0	13	44	477	3410	0	40406
123	1240	19221	15255	80	22	12	5	2414	317	1965.35	6221.25	158923	217.727	11.6456	255	0	255	0	255	15.5	7092	15.5	3401	0	0	0	0	0	0	0	0	0	0	0	92	2560	2527	7092	2984	0	0	0	0	0	0	0	0	0	0	0	7	50	508	3401	0	40593
124	1250	19098	15107	80	21	11	5	2452	322	1974.75	6265.38	237787	217.727	11.5341	255	0	255	0	255	15.5	7153	15.5	3401	0	0	0	0	0	0	0	0	0	0	0	86	2554	2461	7153	2853	0	0	0	0	0	0	0	0	0	0	0	4	63	523	3401	0	40765
125	1260	19274	15280	81	20	12	5	2484	321	1955.09	6120.88	176545	217.776	11.6441	255	0	255	0	255	15.5	7314	15.5	3420	0	0	0	0	0	0	0	0	0	0	0	92	2649	2462	7314	2763	0	0	0	0	0	0	0	0	0	0	0	13	67	494	3420	0	40968
126	1270	19272	15330	81	20	12	5	2513	326	1953.98	6182.73	183887	217.77	11.5829	255	0	255	0	255	15.5	7489	15.5	3365	0	0	0	0	0	0	0	0	0	0	0	78	2695	2459	7489	2609	0	0	0	0	0	0	0	0	0	0	0	13	70	494	3365	0	41156
127	1280	19626	15691	83	21	12	5	2536	318	1921.92	6122.34	189269	217.714	11.5744	255	0	255	0	255	15.5	7712	15.5	3330	0	0	0	0	0	0	0	0	0	0	0	64	2756	2590	7712	2569	0	0	0	0	0	0	0	0	0	0	0	14	111	480	3330	0	41343
128	1290	19806	15938	91	24	11	5	2576	328	1902.61	5921.03	182971	217.718	11.5027	255	0	255	0	255	15.5	7815	15.5	3271	0	0	0	0	0	0	0	0	0	0	0	48	2909	2582	7815	2584	0	0	0	0	0	0	0	0	0	0	0	17	88	492	3271	0	41531
129	1300	20075	16210	89	23	12	5	2601	332	1875.73	5758.19	177976	217.846	11.5722	255	0	255	0	255	15.5	7894	15.5	3229	0	0	0	0	0	0	0	0	0	0	0	64	3098	2641	7894	2513	0	0	0	0	0	0	0	0	0	0	0	26	94	516	3229	0	41718
130	1310	20017	16164	86	23	12	5	2625	330	1910.08	5862.73	160848	217.98	11.6596	255	0	255	0	255	15.5	7782	15.5	3247	0	0	0	0	0	0	0	0	0	0	0	80	3250	2648	7782	2404	0	0	0	0	0	0	0	0	0	0	0	26	95	485	3247	0	41906
131	1320	20577	16777	84	22	11	5	2651	329	1889.4	5854.89	162415	218.003	11.7577	255	0	255	0	255	15.5	8127	15.5	3231	0	0	0	0	0	0	0	0	0	0	0	97	3308	2830	8127	2415	0	0	0	0	0	0	0	0	0	0	0	25	103	441	3231	0	42093
132	1330	20756	16909	88	20	13	6	2678	332	1896.8	5905.51	158023	217.997	11.7271	255	0	255	0	255	15.5	8218	15.5	3254	0	0	0	0	0	0	0	0	0	0	0	111	3329	2873	8218	2378	0	0	0	0	0	0	0	0	0	0	0	29	109	455	3254	0	42437
133	1340	21092	17216	88	20	12	6	2709	334	1889.98	5934.58	166852	217.985	11.7504	255	0	255	0	255	15.5	8287	15.5	3225	0	0	0	0	0	0	0	0	0	0	0	133	3460	2943	8287	2393	0	0	0	0	0	0	0	0	0	0	0	31	121	499	3225	0	42718
134	1350	21092	17212	90	22	12	6	2740	332	1910.76	5846.2	159426	218.164	11.792	255	0	255	0	255	15.5	8497	15.5	3200	0	0	0	0	0	0	0	0	0	0	0	129	3419	2972	8497	2195	0	0	0	0	0	0	0	0	0	0	0	36	127	517	3200	0	42984
135	1360	21252	17341	88	23	13	6	2774	334	1900.71	5804.63	166977	218.143	11.8879	255	0	255	0	255	15.5	8575	15.5	3204	0	0	0	0	0	0	0	0	0	0	0	120	3596	3024	8575	2026	0	0	0	0	0	0	0	0	0	0	0	33	137	537	3204	0	43187
136	1370	20782	16902	86	24	13	6	2814	338	1935.86	5808.55	142380	218.114	11.7675	255	0	255	0	255	15.5	8453	15.5	3140	0	0	0	0	0	0	0	0	0	0	0	113	3582	2917	8453	1837	0	0	0	0	0	0	0	0	0	0	0	44	135	561	3140	0	43390
137	1380	21009	17122	84	25	12	6	2844	331	1901.32	5583.77	146290	218.076	11.785	255	0	255	0	255	15.5	8563	15.5	3119	0	0	0	0	0	0	0	0	0	0	0	118	3676	3010	8563	1755	0	0	0	0	0	0	0	0	0	0	0	44	151	573	3119	0	43578
138	1390	20923	17086	87	25	12	6	2884	341	1913.8	5781.73	208205	218.095	11.7464	255	0	255	0	255	15.5	8595	15.5	3050	0	0	0	0	0	0	0	0	0	0	0	126	3716	2981	8595	1668	0	0	0	0	0	0	0	0	0	0	0	41	150	596	3050	0	43765
139	1400	20965	17181	85	25	12	5	2904	334	1901.16	5613.48	179070	218.119	11.7668	255	0	255	0	255	15.5	8697	15.5	2968	0	0	0	0	0	0	0	0	0	0	0	120	3815	2945	8697	1604	0	0	0	0	0	0	0	0	0	0	0	37	156	623	2968	0	43968
140	1410	21210	17483	83	23	12	5	2933	338	1908.9	5712.94	169596	218.242	11.8447	255	0	255	0	255	15.5	8738	15.5	2882	0	0	0	0	0	0	0	0	0	0	0	151	4024	3009	8738	1561	0	0	0	0	0	0	0	0	0	0	0	35	174	636	2882	0	44156
141	1420	21691	18001	81	23	11	5	2964	340	1881.57	5624.42	141172	218.174	11.8415	255	0	255	0	255	15.5	8977	15.5	2861	0	0	0	0	0	0	0	0	0	0	0	135	4123	3201	8977	1565	0	0	0	0	0	0	0	0	0	0	0	32	183	614	2861	0	44359
142	1430	21825	18035	84	24	12	5	3000	347	1874.53	5529.63	139316	218.322	11.9636	255	0	255	0	255	15.5	8895	15.5	2895	0	0	0	0	0	0	0	0	0	0	1	125	4180	3278	8895	1556	0	0	0	0	0	0	0	0	0	0	0	40	196	659	2895	0	44546
143	1440	21747	17948	81	23	13	7	3034	357	1878.53	5602.44	170092	218.191	11.8669	255	0	255	0	255	15.5	8661	15.5	2923	0	0	0	0	0	0	0	0	0	0	0	131	4203	3462	8661	1491	0	0	0	0	0	0	0	0	0	0	2	40	185	649	2923	0	44750
144	1450	21831	18026	84	24	12	6	3058	350	1883.57	5627.79	180892	218.23	11.9255	255	0	255	0	255	15.5	8557	15.5	2883	0	0	0	0	0	0	0	0	0	0	0	147	4310	3563	8557	1449	0	0	0	0	0	0	0	0	0	0	1	42	203	676	2883	0	44953
145	1460	21851	18043	82	24	12	6	3092	359	1879.11	5472.79	164319	218.213	11.9083	255	0	255	0	255	15.5	8432	15.5	2876	0	0	0	0	0	0	0	0	0	0	0	158	4489	3653	8432	1311	0	0	0	0	0	0	0	0	0	0	2	45	202	683	2876	0	45156
146	1470	21820	18002	81	24	12	6	3115	353	1875.85	5365.81	156542	218.168	11.8419	255	0	255	0	255	15.5	8363	15.5	2810	0	0	0	0	0	0	0	0	0	0	0	164	4542	3732	8363	1201	0	0	0	0	0	0	0	0	0	0	2	45	214	747	2810	0	45359
147	1480	21953	18249	83	24	13	6	3146	365	1874.37	5505.52	197910	218.29	11.8858	255	0	255	0	255	15.5	8602	15.5	2668	0	0	0	0	0	0	0	0	0	0	0	134	4693	3713	8602	1107	0	0	0	0	0	0	0	0	0	0	5	48	223	760	2668	0	46531
148	1490	22171	18470	84	25	13	6	3169	369	1870.8	5490	195576	218.324	11.8901	255	0	255	0	255	15.5	8687	15.5	2663	0	0	0	0	0	0	0	0	0	0	0	138	4728	3894	8687	1023	0	0	0	0	0	0	0	0	0	0	6	51	227	754	2663	0	46796
149	1500	22344	18619	83	23	14	6	3197	368	1870.32	5444.77	196269	218.538	12.0351	255	0	255	0	255	15.5	8577	15.5	2659	0	0	0	0	0	0	0	0	0	0	0	150	4843	4054	8577	995	0	0	0	0	0	0	0	0	0	0	4	72	248	742	2659	0	47000
150	1510	22303	18571	85	23	13	6	3227	378	1873.29	5480.46	193879	218.492	12.0598	255	0	255	0	255	15.5	8506	15.5	2620	0	0	0	0	0	0	0	0	0	0	0	165	4926	4091	8506	883	0	0	0	0	0	0	0	0	0	0	8	81	274	749	2620	0	47203
151	1520	22383	18640	82	24	14	6	3259	378	1858.78	5436.45	193002	218.422	12.0819	255	0	255	0	255	15.5	8561	15.5	2552	0	0	0	0	0	0	0	0	0	0	0	180	4955	4062	8561	882	0	0	0	0	0	0	0	0	0	0	12	87	277	815	2552	0	47390
152	1530	22231	18458	86	23	15	7	3284	372	1860.3	5409.17	194522	218.437	11.9859	255	0	255	0	255	15.5	8666	15.5	2553	0	0	0	0	0	0	0	0	0	0	0	186	4933	3816	8666	857	0	0	0	0	0	0	0	0	0	0	16	99	280	825	2553	0	49453
153	1540	22084	18241	82	22	13	6	3316	382	1844.77	5577.13	223475	218.341	11.9744	255	0	255	0	255	15.5	8638	15.5	2545	0	0	0	0	0	0	0	0	0	0	0	179	4864	3754	8638	806	0	0	0	0	0	0	0	0	0	0	20	104	310	864	2545	0	49656
154	1550	21977	18227	86	22	13	6	3345	385	1837.32	5480.17	202969	218.27	11.8576	255	0	255	0	255	15.5	8472	15.5	2489	0	0	0	0	0	0	0	0	0	0	0	161	5028	3852	8472	714	0	0	0	0	0	0	0	0	0	0	17	99	292	853	2489	0	49843
155	1560	22187	18509	90	22	14	7	3377	388	1819.93	5373.19	180980	218.302	11.9388	255	0	255	0	255	15.5	8708	15.5	2362	0	0	0	0	0	0	0	0	0	0	0	171	5009	3977	8708	644	0	0	0	0	0	0	0	0	0	0	13	113	298	892	2362	0	50062
156	1570	22086	18290	90	22	14	6	3412	394	1826.26	5363.76	176885	218.45	11.9485	255	0	255	0	255	15.5	8388	15.5	2371	0	0	0	0	0	0	0	0	0	0	0	181	5123	3982	8388	616	0	0	0	0	0	0	0	0	0	1	18	140	303	963	2371	0	50328
157	1580	22191	18413	90	23	13	6	3438	393	1778.81	5246.43	178511	218.357	11.9902	255	0	255	0	255	15.5	8429	15.5	2360	0	0	0	0	0	0	0	0	0	0	0	202	5187	4047	8429	548	0	0	0	0	0	0	0	0	0	2	16	126	310	964	2360	0	50593
158	1590	22219	18501	93	24	13	6	3478	404	1767.77	5075.95	170274	218.356	11.9911	255	0	255	0	255	15.5	8371	15.5	2300	0	0	0	0	0	0	0	0	0	0	0	211	5268	4167	8371	484	0	0	0	0	0	0	0	0	0	2	12	133	311	960	2300	0	50828
159	1600	22393	18610	93	22	14	7	3506	403	1728.6	4897.12	142727	218.228	11.8626	255	0	255	0	255	15.5	8367	15.5	2247	0	0	0	0	0	0	0	0	0	0	0	238	5296	4276	8367	433	0	0	0	0	0	0	0	0	0	3	23	160	311	1039	2247	0	51046
160	1610	22176	18446	89	20	14	7	3527	401	1758.81	5049.67	165454	218.438	11.9121	255	0	255	0	255	15.5	8317	15.5	2169	0	0	0	0	0	0	0	0	0	0	0	246	5290	4166	8317	427	0	0	0	0	0	0	0	0	0	5	18	153	319	1066	2169	0	51265
161	1620	22152	18408	93	22	15	7	3575	420	1735.56	4968.99	174293	218.225	11.8816	255	0	255	0	255	15.5	8305	15.5	2109	0	0	0	0	0	0	0	0	0	0	0	249	5288	4170	8305	396	0	0	0	0	0	0	0	0	0	0	16	160	320	1139	2109	0	51468
162	1630	22315	18508	92	24	16	7	3608	424	1695.4	4653.56	175575	218.092	11.7659	255	0	255	0	255	15.5	8247	15.5	2143	0	0	0	0	0	0	0	0	0	0	0	287	5473	4153	8247	348	0	0	0	0	0	0	0	0	0	0	18	145	336	1165	2143	0	51656
163	1640	22340	18496	89	25	15	7	3629	404	1711.66	4799.32	180657	218.194	11.8428	255	0	255	0	255	15.5	8066	15.5	2117	0	0	0	0	0	0	0	0	0	0	0	296	5583	4207	8066	344	0	0	0	0	0	0	0	0	0	0	22	162	350	1193	2117	0	51859
164	1650	22311	18585	87	23	14	7	3664	411	1708.7	4771.81	214159	218.179	11.7807	255	0	255	0	255	15.5	8148	15.5	2021	0	0	0	0	0	0	0	0	0	0	0	318	5607	4168	8148	344	0	0	0	0	0	0	0	0	0	0	20	184	352	1149	2021	0	52062
165	1660	22430	18654	84	23	15	7	3693	409	1727.57	4801.24	216133	218.413	11.9222	255	0	255	0	255	15.5	8234	15.5	1997	0	0	0	0	0	0	0	0	0	0	0	310	5520	4296	8234	294	0	0	0	0	0	0	0	0	0	0	13	187	360	1219	1997	0	52265
166	1670	22437	18668	84	22	13	6	3737	420	1705.23	4591.89	205258	218.33	11.9248	255	0	255	0	255	15.5	8254	15.5	2008	0	0	0	0	0	0	0	0	0	0	0	289	5496	4368	8254	261	0	0	0	0	0	0	0	0	0	0	15	170	381	1195	2008	0	52453
167	1680	22554	18825	83	22	14	6	3765	419	1686.54	4627.18	211108	218.148	11.8629	255	0	255	0	255	15.5	8217	15.5	2000	0	0	0	0	0	0	0	0	0	0	0	323	5728	4337	8217	220	0	0	0	0	0	0	0	0	0	0	17	148	383	1181	2000	0	52656
168	1690	22631	18781	85	22	15	7	3801	424	1680.65	4650.12	212101	218.123	11.8275	255	0	255	0	255	15.5	8037	15.5	2026	0	0	0	0	0	0	0	0	0	0	2	294	5834	4423	8037	191	0	0	0	0	0	0	0	0	0	0	24	172	384	1244	2026	0	52843
169	1700	22525	18762	84	23	14	6	3832	421	1691.01	4679.65	194864	218.275	11.8363	255	0	255	0	255	15.5	7824	15.5	1972	0	0	0	0	0	0	0	0	0	0	1	341	5972	4455	7824	169	0	0	0	0	0	0	0	0	0	0	22	181	370	1218	1972	0	53046
170	1710	22565	18741	86	22	15	7	3867	431	1721.7	4810.72	188996	218.312	11.9407	255	0	255	0	255	15.5	7805	15.5	1968	0	0	0	0	0	0	0	0	0	0	1	372	6091	4330	7805	142	0	0	0	0	0	0	0	0	0	0	27	161	388	1280	1968	0	53250
171	1720	22648	18816	85	21	15	7	3897	428	1719.19	4899.71	191256	218.186	11.9237	255	0	255	0	255	15.5	7675	15.5	1887	0	0	0	0	0	0	0	0	0	0	0	380	6207	4419	7675	135	0	0	0	0	0	0	0	0	0	0	28	166	392	1359	1887	0	53437
172	1730	22387	18522	85	20	14	6	3932	440	1721.46	4874.72	183459	218.223	11.8919	255	0	255	0	255	15.5	7444	15.5	1806	0	0	0	0	0	0	0	0	0	0	0	363	6249	4324	7444	142	0	0	0	0	0	0	0	0	0	0	24	194	446	1395	1806	0	53656
173	1740	22347	18492	85	20	15	7	3977	442	1705.9	4742.06	168016	218.134	11.8145	255	0	255	0	255	15.5	7417	15.5	1768	0	0	0	0	0	0	0	0	0	0	0	382	6276	4276	7417	141	0	0	0	0	0	0	0	0	0	0	13	199	422	1453	1768	0	53875
174	1750	22537	18733	85	20	16	7	4010	448	1710.03	4852.68	171907	218.044	11.7345	255	0	255	0	255	15.5	7424	15.5	1691	0	0	0	0	0	0	0	0	0	0	0	396	6420	4375	7424	118	0	0	0	0	0	0	0	0	0	0	18	198	433	1464	1691	0	54078
175	1760	22840	19031	84	21	15	7	4040	446	1676.16	4613.04	179085	217.967	11.6686	255	0	255	0	255	15.5	7527	15.5	1591	0	0	0	0	0	0	0	0	0	0	0	372	6518	4497	7527	117	0	0	0	0	0	0	0	0	0	0	18	179	462	1559	1591	0	54296
176	1770	22644	18811	80	21	16	8	4082	460	1698.57	4713.95	170412	218.15	11.8126	255	0	255	0	255	15.5	7410	15.5	1617	0	0	0	0	0	0	0	0	0	0	0	348	6409	4543	7410	101	0	0	0	0	0	0	0	0	0	0	20	195	467	1534	1617	0	54500
177	1780	22653	18852	87	23	17	8	4119	465	1703.17	4775.02	179743	218.212	11.837	255	0	255	0	255	15.5	7398	14.5	1592	0	0	0	0	0	0	0	0	0	0	0	352	6521	4479	7398	102	0	0	0	0	0	0	0	0	0	0	22	219	438	1592	1530	0	54687
178	1790	22601	18769	87	23	14	6	4153	470	1722.89	4857.08	171382	218.243	11.8858	255	0	255	0	255	15.5	7256	14.5	1587	0	0	0	0	0	0	0	0	0	0	0	334	6575	4517	7256	87	0	0	0	0	0	0	0	0	0	0	15	192	513	1587	1525	0	54890
179	1800	22336	18460	85	22	14	6	4193	466	1717.7	4713.89	151132	218.282	11.9696	255	0	255	0	255	15.5	6962	14.5	1654	0	0	0	0	0	0	0	0	0	0	0	336	6616	4461	6962	85	0	0	0	0	0	0	0	0	0	0	22	208	509	1654	1483	0	55093
180	1810	22125	18271	82	22	14	6	4224	462	1724.43	4809.32	192882	218.183	11.8791	255	0	255	0	255	15.5	6807	14.5	1677	0	0	0	0	0	0	0	0	0	0	0	366	6593	4430	6807	75	0	0	0	0	0	0	0	0	0	0	26	194	534	1677	1423	0	55296
181	1820	22175	18334	83	22	14	6	4252	469	1702.15	4662.68	193429	218.073	11.7388	255	0	255	0	255	15.5	6894	14.5	1720	0	0	0	0	0	0	0	0	0	0	0	366	6578	4431	6894	65	0	0	0	0	0	0	0	0	0	0	21	184	559	1720	1357	0	55484
182	1830	22207	18383	86	22	14	6	4285	472	1711.36	4814.07	231593	218.076	11.8327	255	0	255	0	255	15.5	6837	14.5	1723	0	0	0	0	0	0	0	0	0	0	0	390	6609	4474	6837	73	0	0	0	0	0	0	0	0	0	0	28	177	558	1723	1338	0	55671
183	1840	22088	18195	93	23	13	5	4334	497	1729.23	4938.32	213129	218.067	11.8066	255	0	255	0	255	13.5	6667	14.5	1735	0	0	0	0	0	0	0	0	0	0	0	451	6667	4438	6572	67	0	0	0	0	0	0	0	0	0	0	28	184	597	1735	1349	0	55953
184	1850	22073	18137	89	23	13	5	4368	489	1729.09	5018.78	204642	217.992	11.8025	255	0	255	0	255	13.5	6783	14.5	1778	0	0	0	0	0	0	0	0	0	0	0	467	6783	4384	6449	54	0	0	0	0	0	0	0	0	0	0	28	188	591	1778	1351	0	56312
185	1860	21759	17918	90	23	13	5	4407	490	1744.97	5138.07	212444	217.955	11.7725	255	0	255	0	255	13.5	6806	14.5	1800	0	0	0	0	0	0	0	0	0	0	0	480	6806	4368	6199	65	0	0	0	0	0	0	0	0	0	0	22	194	588	1800	1237	0	56703
